Gene,p Value,False Discovery Rate,Average Difference log fold change,Fraction of Detection in Cluster,Fraction of Detection in Other Clusters,Cluster
TSPAN7,0.00,0.00,0.61,0.51,0.26,Ex3e
ACTB,0.00,0.00,0.57,0.34,0.14,Ex3e
SKP1,0.00,0.00,0.63,0.37,0.15,Ex3e
GDI1,0.00,0.00,0.65,0.44,0.21,Ex3e
MOAP1,0.00,0.00,0.70,0.28,0.10,Ex3e
NSF,0.00,0.00,0.68,0.45,0.24,Ex3e
PDP1,0.00,0.00,0.63,0.35,0.14,Ex3e
NECAB1,0.00,0.00,0.57,0.50,0.26,Ex3e
CKB,0.00,0.00,0.62,0.59,0.35,Ex3e
PKM,0.00,0.00,0.70,0.38,0.18,Ex3e
COX4I1,0.00,0.00,0.60,0.38,0.16,Ex3e
TSC22D1,0.00,0.00,0.59,0.53,0.29,Ex3e
SYN1,0.00,0.00,0.64,0.30,0.11,Ex3e
STXBP1,0.00,0.00,0.55,0.61,0.37,Ex3e
TMEM130,0.00,0.00,0.72,0.38,0.18,Ex3e
RUNDC3A,0.00,0.00,0.63,0.35,0.15,Ex3e
RPL21,0.00,0.00,0.56,0.34,0.14,Ex3e
SERINC1,0.00,0.00,0.67,0.42,0.21,Ex3e
GABARAPL2,0.00,0.00,0.60,0.26,0.08,Ex3e
NDFIP1,0.00,0.00,0.61,0.50,0.27,Ex3e
SULT4A1,0.00,0.00,0.68,0.36,0.17,Ex3e
SYNGR1,0.00,0.00,0.66,0.37,0.17,Ex3e
CDK5R1,0.00,0.00,0.64,0.32,0.13,Ex3e
BEX4,0.00,0.00,0.58,0.33,0.13,Ex3e
ELAVL4,0.00,0.00,0.59,0.38,0.17,Ex3e
GUK1,0.00,0.00,0.66,0.34,0.14,Ex3e
NPTN,0.00,0.00,0.60,0.54,0.31,Ex3e
ATPIF1,0.00,0.00,0.50,0.28,0.10,Ex3e
STX1A,0.00,0.00,0.63,0.28,0.10,Ex3e
ITM2C,0.00,0.00,0.60,0.33,0.13,Ex3e
NAP1L2,0.00,0.00,0.67,0.29,0.12,Ex3e
SOD1,0.00,0.00,0.61,0.29,0.11,Ex3e
RPS14,0.00,0.00,0.48,0.36,0.16,Ex3e
RIMS3,0.00,0.00,0.67,0.28,0.11,Ex3e
CAMK2A,0.00,0.00,0.63,0.46,0.25,Ex3e
ATP1A1,0.00,0.00,0.63,0.47,0.26,Ex3e
USMG5,0.00,0.00,0.49,0.27,0.10,Ex3e
ST6GALNAC5,0.00,0.00,0.39,0.49,0.27,Ex3e
ATP5A1,0.00,0.00,0.40,0.32,0.13,Ex3e
FBXW7,0.00,0.00,0.55,0.57,0.34,Ex3e
CNRIP1,0.00,0.00,0.46,0.29,0.11,Ex3e
RPL15,0.00,0.00,0.52,0.30,0.12,Ex3e
RPS27,0.00,0.00,0.45,0.28,0.11,Ex3e
SLC25A3,0.00,0.00,0.61,0.29,0.11,Ex3e
COX6C,0.00,0.00,0.60,0.28,0.10,Ex3e
MKL2,0.00,0.00,0.51,0.51,0.28,Ex3e
CABP1,0.00,0.00,0.51,0.43,0.22,Ex3e
LINGO1,0.00,0.00,0.61,0.30,0.12,Ex3e
SYT7,0.00,0.00,0.52,0.31,0.13,Ex3e
MAPK1,0.00,0.00,0.59,0.38,0.19,Ex3e
DSTN,0.00,0.00,0.44,0.32,0.14,Ex3e
PCMT1,0.00,0.00,0.63,0.30,0.12,Ex3e
PJA2,0.00,0.00,0.59,0.44,0.24,Ex3e
APLP1,0.00,0.00,0.57,0.36,0.16,Ex3e
SIRPA,0.00,0.00,0.61,0.36,0.17,Ex3e
RAC1,0.00,0.00,0.53,0.30,0.12,Ex3e
TPPP,0.00,0.00,0.59,0.35,0.16,Ex3e
PNMA2,0.00,0.00,0.63,0.37,0.18,Ex3e
TMEM160,0.00,0.00,0.57,0.27,0.11,Ex3e
ATP2B2,0.00,0.00,0.41,0.66,0.43,Ex3e
ATP1B1,0.00,0.00,0.50,0.62,0.40,Ex3e
DIRAS2,0.00,0.00,0.64,0.29,0.12,Ex3e
COX5B,0.00,0.00,0.56,0.26,0.10,Ex3e
NCDN,0.00,0.00,0.62,0.41,0.23,Ex3e
WBP2,0.00,0.00,0.56,0.29,0.12,Ex3e
PACSIN1,0.00,0.00,0.62,0.28,0.12,Ex3e
C14orf2,0.00,0.00,0.58,0.30,0.12,Ex3e
TOMM20,0.00,0.00,0.62,0.33,0.16,Ex3e
NDUFB2,0.00,0.00,0.59,0.26,0.10,Ex3e
STMN3,0.00,0.00,0.59,0.28,0.12,Ex3e
PRKCB,0.00,0.00,0.37,0.64,0.41,Ex3e
PEA15,0.00,0.00,0.64,0.27,0.11,Ex3e
HSPH1,0.00,0.00,0.49,0.42,0.22,Ex3e
NLRP1,0.00,0.00,0.61,0.26,0.10,Ex3e
BAALC,0.00,0.00,0.42,0.31,0.14,Ex3e
KIF5A,0.00,0.00,0.59,0.34,0.16,Ex3e
DKK3,0.00,0.00,0.48,0.37,0.18,Ex3e
EIF1,0.00,0.00,0.54,0.35,0.16,Ex3e
ATP6AP2,0.00,0.00,0.52,0.29,0.12,Ex3e
GUCY1B3,0.00,0.00,0.64,0.25,0.11,Ex3e
UQCRH,0.00,0.00,0.52,0.31,0.14,Ex3e
COX7C,0.00,0.00,0.44,0.30,0.13,Ex3e
PGM2L1,0.00,0.00,0.61,0.32,0.15,Ex3e
SYT4,0.00,0.00,0.54,0.28,0.12,Ex3e
DPYSL2,0.00,0.00,0.42,0.56,0.34,Ex3e
NAP1L1,0.00,0.00,0.49,0.44,0.24,Ex3e
DNM1,0.00,0.00,0.50,0.51,0.31,Ex3e
NELL2,0.00,0.00,0.42,0.51,0.30,Ex3e
ATP6V1A,0.00,0.00,0.44,0.38,0.19,Ex3e
EIF4G2,0.00,0.00,0.47,0.29,0.13,Ex3e
BLCAP,0.00,0.00,0.60,0.33,0.16,Ex3e
EPHA4,0.00,0.00,0.50,0.40,0.21,Ex3e
SCG5,0.00,0.00,0.56,0.35,0.17,Ex3e
KIF3C,0.00,0.00,0.58,0.27,0.12,Ex3e
SLC39A10,0.00,0.00,0.48,0.33,0.15,Ex3e
MEF2C,0.00,0.00,0.32,0.69,0.47,Ex3e
ENO1,0.00,0.00,0.55,0.27,0.11,Ex3e
WASF1,0.00,0.00,0.47,0.41,0.22,Ex3e
MAST3,0.00,0.00,0.46,0.31,0.14,Ex3e
NPTX1,0.00,0.00,0.47,0.30,0.14,Ex3e
SATB2,0.00,0.00,0.33,0.32,0.16,Ex3e
USP11,0.00,0.00,0.55,0.38,0.20,Ex3e
NUAK1,0.00,0.00,0.46,0.37,0.19,Ex3e
NDFIP2,0.00,0.00,0.48,0.30,0.13,Ex3e
LMO3,0.00,0.00,0.47,0.31,0.14,Ex3e
RPLP1,0.00,0.00,0.43,0.30,0.14,Ex3e
SYT11,0.00,0.00,0.54,0.43,0.24,Ex3e
SLC6A7,0.00,0.00,0.49,0.28,0.12,Ex3e
RAB3A,0.00,0.00,0.59,0.26,0.12,Ex3e
MORF4L2,0.00,0.00,0.45,0.35,0.17,Ex3e
PREPL,0.00,0.00,0.47,0.55,0.35,Ex3e
DNAJA1,0.00,0.00,0.53,0.26,0.11,Ex3e
NGEF,0.00,0.00,0.52,0.34,0.17,Ex3e
CHL1,0.00,0.00,0.43,0.47,0.27,Ex3e
NDUFA1,0.00,0.00,0.54,0.26,0.11,Ex3e
RNF11,0.00,0.00,0.50,0.29,0.13,Ex3e
ATP5B,0.00,0.00,0.50,0.34,0.17,Ex3e
DGKZ,0.00,0.00,0.54,0.32,0.15,Ex3e
RPS27A,0.00,0.00,0.38,0.29,0.14,Ex3e
ATP2B1,0.00,0.00,0.36,0.65,0.44,Ex3e
ATP2A2,0.00,0.00,0.45,0.42,0.23,Ex3e
RPS28,0.00,0.00,0.45,0.26,0.11,Ex3e
SYTL2,0.00,0.00,0.31,0.26,0.12,Ex3e
NDUFA10,0.00,0.00,0.39,0.37,0.19,Ex3e
DMTN,0.00,0.00,0.54,0.28,0.13,Ex3e
RHBDD2,0.00,0.00,0.54,0.26,0.11,Ex3e
HNRNPDL,0.00,0.00,0.31,0.45,0.27,Ex3e
CTSB,0.00,0.00,0.53,0.32,0.15,Ex3e
GABRA1,0.00,0.00,0.45,0.48,0.28,Ex3e
NRCAM,0.00,0.00,0.29,0.66,0.46,Ex3e
ATP9A,0.00,0.00,0.53,0.38,0.21,Ex3e
RAP1GAP,0.00,0.00,0.49,0.26,0.11,Ex3e
TCEAL2,0.00,0.00,0.53,0.32,0.16,Ex3e
EPHB6,0.00,0.00,0.38,0.30,0.15,Ex3e
NUDT3,0.00,0.00,0.46,0.27,0.12,Ex3e
RPL31,0.00,0.00,0.39,0.37,0.20,Ex3e
PTK2B,0.00,0.00,0.44,0.30,0.15,Ex3e
RPL34,0.00,0.00,0.26,0.37,0.21,Ex3e
ST8SIA3,0.00,0.00,0.52,0.28,0.13,Ex3e
NDUFV1,0.00,0.00,0.31,0.27,0.13,Ex3e
FAIM2,0.00,0.00,0.48,0.35,0.18,Ex3e
PDE2A,0.00,0.00,0.51,0.26,0.12,Ex3e
RPS15,0.00,0.00,0.41,0.29,0.14,Ex3e
INPP5F,0.00,0.00,0.45,0.32,0.16,Ex3e
EID1,0.00,0.00,0.50,0.26,0.12,Ex3e
CAMK2B,0.00,0.00,0.40,0.52,0.33,Ex3e
SYN2,0.00,0.00,0.38,0.59,0.40,Ex3e
CAMKK2,0.00,0.00,0.44,0.34,0.18,Ex3e
ATP6AP1,0.00,0.00,0.46,0.26,0.12,Ex3e
PHYHIP,0.00,0.00,0.51,0.33,0.17,Ex3e
SLC12A5,0.00,0.00,0.48,0.37,0.20,Ex3e
RPL35,0.00,0.00,0.39,0.31,0.15,Ex3e
TSPYL4,0.00,0.00,0.43,0.29,0.14,Ex3e
MT3,0.00,0.00,0.34,0.27,0.13,Ex3e
APP,0.00,0.00,0.44,0.61,0.43,Ex3e
CA11,0.00,0.00,0.53,0.29,0.14,Ex3e
PIK3R1,0.00,0.00,0.36,0.43,0.25,Ex3e
LDHB,0.00,0.00,0.43,0.27,0.12,Ex3e
GABRG2,0.00,0.00,0.37,0.37,0.21,Ex3e
FHL1,0.00,0.00,0.43,0.26,0.12,Ex3e
PAK3,0.00,0.00,0.34,0.49,0.31,Ex3e
MFSD6,0.00,0.00,0.48,0.27,0.13,Ex3e
OCIAD1,0.00,0.00,0.44,0.37,0.20,Ex3e
PFDN5,0.00,0.00,0.37,0.28,0.13,Ex3e
FEZ1,0.00,0.00,0.43,0.28,0.13,Ex3e
RPL3,0.00,0.00,0.44,0.26,0.12,Ex3e
ATP6V0B,0.00,0.00,0.44,0.28,0.13,Ex3e
CHGB,0.00,0.00,0.33,0.31,0.16,Ex3e
HMP19,0.00,0.00,0.50,0.31,0.16,Ex3e
PLEKHB2,0.00,0.00,0.39,0.25,0.11,Ex3e
KIAA1549L,0.00,0.00,0.42,0.38,0.21,Ex3e
PTPRN,0.00,0.00,0.53,0.26,0.13,Ex3e
CNTN3,0.00,0.00,0.44,0.29,0.14,Ex3e
KIAA0930,0.00,0.00,0.30,0.33,0.18,Ex3e
KIF1A,0.00,0.00,0.50,0.34,0.19,Ex3e
MAP1LC3A,0.00,0.00,0.38,0.26,0.12,Ex3e
TESPA1,0.00,0.00,0.43,0.30,0.16,Ex3e
ZFAND5,0.00,0.00,0.44,0.29,0.14,Ex3e
MIR124-2HG,0.00,0.00,0.40,0.28,0.14,Ex3e
G3BP2,0.00,0.00,0.33,0.28,0.14,Ex3e
RP5-1187M17.10,0.00,0.00,0.40,0.30,0.15,Ex3e
NISCH,0.00,0.00,0.36,0.30,0.15,Ex3e
SLC22A17,0.00,0.00,0.47,0.29,0.15,Ex3e
NCALD,0.00,0.00,0.44,0.47,0.30,Ex3e
SYNJ1,0.00,0.00,0.48,0.27,0.13,Ex3e
OPTN,0.00,0.00,0.47,0.26,0.12,Ex3e
GPC1,0.00,0.00,0.31,0.28,0.14,Ex3e
PAK1,0.00,0.00,0.32,0.40,0.23,Ex3e
CDH8,0.00,0.00,0.31,0.32,0.18,Ex3e
CAMK2N1,0.00,0.00,0.37,0.44,0.28,Ex3e
ITM2B,0.00,0.00,0.36,0.38,0.22,Ex3e
APBB1,0.00,0.00,0.46,0.35,0.20,Ex3e
TRIM37,0.00,0.00,0.38,0.30,0.16,Ex3e
SCRN1,0.00,0.00,0.42,0.26,0.13,Ex3e
NPTXR,0.00,0.00,0.51,0.26,0.14,Ex3e
MARCH6,0.00,0.00,0.29,0.36,0.21,Ex3e
RPL32,0.00,0.00,0.43,0.26,0.13,Ex3e
GOLGA8A,0.00,0.00,0.27,0.38,0.23,Ex3e
DCLK1,0.00,0.00,0.31,0.61,0.44,Ex3e
ENSA,0.00,0.00,0.44,0.34,0.19,Ex3e
PLD3,0.00,0.00,0.38,0.30,0.16,Ex3e
SCG2,0.00,0.00,0.35,0.26,0.13,Ex3e
RPL38,0.00,0.00,0.27,0.26,0.14,Ex3e
ADCY1,0.00,0.00,0.43,0.40,0.25,Ex3e
PPP3CB,0.00,0.00,0.41,0.36,0.21,Ex3e
ATP5I,0.00,0.00,0.29,0.27,0.14,Ex3e
GLS,0.00,0.00,0.31,0.40,0.24,Ex3e
CHD5,0.00,0.00,0.29,0.48,0.31,Ex3e
TERF2IP,0.00,0.00,0.28,0.39,0.24,Ex3e
FZD3,0.00,0.00,0.38,0.27,0.14,Ex3e
HNRNPA2B1,0.00,0.00,0.41,0.37,0.22,Ex3e
ANO5,0.00,0.00,0.25,0.27,0.15,Ex3e
KIFAP3,0.00,0.00,0.30,0.36,0.21,Ex3e
CDKL5,0.00,0.00,0.28,0.30,0.17,Ex3e
HSPA12A,0.00,0.00,0.41,0.26,0.13,Ex3e
APLP2,0.00,0.00,0.39,0.36,0.21,Ex3e
NCKAP1,0.00,0.00,0.32,0.35,0.21,Ex3e
KIFC2,0.00,0.00,0.35,0.33,0.19,Ex3e
CPNE4,0.00,0.00,0.36,0.31,0.18,Ex3e
YPEL3,0.00,0.00,0.32,0.26,0.14,Ex3e
MORF4L1,0.00,0.00,0.36,0.32,0.18,Ex3e
LONRF2,0.00,0.00,0.36,0.34,0.20,Ex3e
ATL1,0.00,0.00,0.36,0.32,0.18,Ex3e
AC011288.2,0.00,0.00,0.29,0.36,0.22,Ex3e
SRSF5,0.00,0.00,0.27,0.37,0.23,Ex3e
PKD1,0.00,0.00,0.29,0.39,0.24,Ex3e
ATP6V0A1,0.00,0.00,0.36,0.38,0.23,Ex3e
BSN,0.00,0.00,0.46,0.29,0.16,Ex3e
RPL23,0.00,0.00,0.26,0.26,0.14,Ex3e
CAP2,0.00,0.00,0.40,0.38,0.24,Ex3e
CLTC,0.00,0.00,0.39,0.34,0.21,Ex3e
GOLGA8B,0.00,0.00,0.25,0.33,0.20,Ex3e
TMEM30A,0.00,0.00,0.43,0.27,0.14,Ex3e
PRKAR1B,0.00,0.00,0.43,0.29,0.16,Ex3e
KIAA1211L,0.00,0.00,0.25,0.27,0.15,Ex3e
DYNLL2,0.00,0.00,0.45,0.27,0.15,Ex3e
YWHAE,0.00,0.00,0.31,0.29,0.16,Ex3e
ZNF483,0.00,0.00,0.38,0.34,0.21,Ex3e
APBA2,0.00,0.00,0.30,0.40,0.25,Ex3e
C16orf45,0.00,0.00,0.28,0.35,0.22,Ex3e
ADD2,0.00,0.00,0.37,0.30,0.18,Ex3e
MAP7D2,0.00,0.00,0.44,0.27,0.16,Ex3e
SYP,0.00,0.00,0.27,0.39,0.25,Ex3e
GRIN1,0.00,0.00,0.38,0.39,0.26,Ex3e
SEPT11,0.00,0.00,0.34,0.33,0.20,Ex3e
SORL1,0.00,0.00,0.28,0.34,0.21,Ex3e
SYBU,0.00,0.00,0.33,0.33,0.19,Ex3e
TARBP1,0.00,0.00,0.29,0.27,0.16,Ex3e
CELF5,0.00,0.00,0.29,0.31,0.18,Ex3e
KCNQ2,0.00,0.00,0.32,0.26,0.14,Ex3e
ELMOD1,0.00,0.00,0.41,0.30,0.18,Ex3e
SSX2IP,0.00,0.00,0.29,0.26,0.15,Ex3e
MIR137HG,0.00,0.00,0.25,0.26,0.15,Ex3e
FAM49A,0.00,0.00,0.40,0.28,0.16,Ex3e
AKAP11,0.00,0.00,0.41,0.27,0.16,Ex3e
MAPRE2,0.00,0.00,0.27,0.37,0.24,Ex3e
AQP4-AS1,0.00,0.00,0.26,0.28,0.16,Ex3e
ACTR2,0.00,0.00,0.26,0.26,0.15,Ex3e
PRKAR1A,0.00,0.00,0.40,0.26,0.15,Ex3e
PI4KA,0.00,0.00,0.30,0.40,0.27,Ex3e
KIF3A,0.00,0.00,0.35,0.41,0.28,Ex3e
VPS41,0.00,0.00,0.34,0.27,0.16,Ex3e
DYNC1H1,0.00,0.00,0.25,0.43,0.29,Ex3e
USP22,0.00,0.00,0.31,0.30,0.18,Ex3e
HSP90B1,0.00,0.00,0.25,0.30,0.19,Ex3e
SEZ6L2,0.00,0.00,0.35,0.26,0.15,Ex3e
MYH10,0.00,0.00,0.27,0.40,0.27,Ex3e
DCAF6,0.00,0.00,0.29,0.28,0.18,Ex3e
ACSL3,0.00,0.00,0.27,0.27,0.17,Ex3e
SCN8A,0.00,0.00,0.26,0.38,0.26,Ex3e
UNC13A,0.00,0.00,0.29,0.33,0.22,Ex3e
TSPYL2,0.00,0.00,0.31,0.27,0.17,Ex3e
KCNB1,0.00,0.00,0.26,0.30,0.21,Ex3e
SEC62,0.00,0.00,0.27,0.30,0.22,Ex3e
SCAMP5,0.00,0.00,0.33,0.32,0.24,Ex3e
CACNG8,0.00,0.00,0.26,0.29,0.20,Ex3e
SV2A,0.00,0.00,0.34,0.26,0.19,Ex3e
TSHZ2,0.00,0.00,1.60,0.58,0.08,Ex4
RORB,0.00,0.00,1.42,0.68,0.13,Ex4
IL1RAPL2,0.00,0.00,1.40,0.57,0.10,Ex4
DCC,0.00,0.00,1.34,0.75,0.22,Ex4
SLC22A10,0.00,0.00,1.28,0.53,0.12,Ex4
RP11-475O6.1,0.00,0.00,1.13,0.39,0.07,Ex4
SCHLAP1,0.00,0.00,1.07,0.32,0.05,Ex4
POU6F2,0.00,0.00,1.06,0.61,0.17,Ex4
FOXP2,0.00,0.00,0.99,0.43,0.08,Ex4
LMO4,0.00,0.00,0.98,0.62,0.22,Ex4
TOX,0.00,0.00,0.93,0.49,0.12,Ex4
OLFM1,0.00,0.00,0.92,0.71,0.31,Ex4
KHDRBS2,0.00,0.00,0.79,0.83,0.45,Ex4
PTPRD,0.00,0.00,0.72,0.97,0.75,Ex4
IQCJ-SCHIP1,0.00,0.00,0.69,0.84,0.45,Ex4
CNTN5,0.00,0.00,0.60,0.80,0.38,Ex4
FAM19A2,0.00,0.00,0.74,0.75,0.38,Ex4
NRGN,0.00,0.00,0.70,0.64,0.26,Ex4
SLC38A11,0.00,0.00,0.86,0.32,0.06,Ex4
SYT1,0.00,0.00,0.42,0.96,0.76,Ex4
TRHDE,0.00,0.00,0.73,0.49,0.17,Ex4
RALYL,0.00,0.00,0.44,0.87,0.55,Ex4
KHDRBS3,0.00,0.00,0.71,0.62,0.27,Ex4
CTC-535M15.2,0.00,0.00,1.01,0.32,0.07,Ex4
RARB,0.00,0.00,0.82,0.34,0.08,Ex4
FSTL4,0.00,0.00,0.77,0.60,0.25,Ex4
LDB2,0.00,0.00,0.59,0.71,0.35,Ex4
SNTG1,0.00,0.00,0.51,0.88,0.58,Ex4
MSC-AS1,0.00,0.00,0.76,0.25,0.04,Ex4
CTC-340A15.2,0.00,0.00,1.00,0.38,0.10,Ex4
TENM2,0.00,0.00,0.58,0.85,0.53,Ex4
UNC5D,0.00,0.00,0.66,0.67,0.34,Ex4
CHN1,0.00,0.00,0.54,0.72,0.37,Ex4
SLC17A7,0.00,0.00,0.72,0.53,0.21,Ex4
SORCS1,0.00,0.00,0.67,0.58,0.26,Ex4
OPCML,0.00,0.00,0.46,0.92,0.69,Ex4
CPNE4,0.00,0.00,0.77,0.45,0.16,Ex4
SLC44A5,0.00,0.00,0.70,0.59,0.27,Ex4
KCNH5,0.00,0.00,0.78,0.34,0.09,Ex4
MEF2C,0.00,0.00,0.52,0.78,0.45,Ex4
RP11-191L9.4,0.00,0.00,0.65,0.53,0.22,Ex4
SPARCL1,0.00,0.00,0.48,0.75,0.43,Ex4
GABRG3,0.00,0.00,0.58,0.67,0.35,Ex4
GRM7,0.00,0.00,0.57,0.71,0.38,Ex4
CCK,0.00,0.00,0.56,0.46,0.18,Ex4
NELL2,0.00,0.00,0.60,0.60,0.28,Ex4
RHOBTB2,0.00,0.00,0.74,0.30,0.08,Ex4
AGBL4,0.00,0.00,0.50,0.83,0.53,Ex4
IPCEF1,0.00,0.00,0.72,0.29,0.07,Ex4
SNAP25,0.00,0.00,0.54,0.83,0.56,Ex4
KALRN,0.00,0.00,0.41,0.80,0.49,Ex4
EPHA4,0.00,0.00,0.65,0.47,0.19,Ex4
NUAK1,0.00,0.00,0.68,0.43,0.17,Ex4
PTPRT,0.00,0.00,0.54,0.57,0.28,Ex4
ATRNL1,0.00,0.00,0.41,0.83,0.53,Ex4
AC114765.1,0.00,0.00,0.75,0.33,0.10,Ex4
LINGO2,0.00,0.00,0.51,0.67,0.37,Ex4
STMN1,0.00,0.00,0.66,0.47,0.20,Ex4
RP11-32K4.1,0.00,0.00,0.73,0.32,0.09,Ex4
STXBP1,0.00,0.00,0.59,0.64,0.35,Ex4
CTNNA2,0.00,0.00,0.34,0.85,0.60,Ex4
TUBA1B,0.00,0.00,0.63,0.50,0.22,Ex4
NRG1,0.00,0.00,0.30,0.58,0.31,Ex4
LRFN5,0.00,0.00,0.49,0.72,0.42,Ex4
ATP2B2,0.00,0.00,0.56,0.70,0.41,Ex4
FOXP1,0.00,0.00,0.52,0.54,0.26,Ex4
PRKCB,0.00,0.00,0.41,0.69,0.40,Ex4
TSHZ3,0.00,0.00,0.66,0.27,0.07,Ex4
ARPP21,0.00,0.00,0.33,0.70,0.41,Ex4
BASP1,0.00,0.00,0.58,0.53,0.26,Ex4
HS3ST4,0.00,0.00,0.30,0.41,0.19,Ex4
MAGI3,0.00,0.00,0.60,0.47,0.21,Ex4
CREG2,0.00,0.00,0.59,0.46,0.20,Ex4
PCLO,0.00,0.00,0.41,0.77,0.51,Ex4
PPP3CA,0.00,0.00,0.44,0.77,0.50,Ex4
CAMK2A,0.00,0.00,0.56,0.50,0.24,Ex4
ADGRL2,0.00,0.00,0.49,0.58,0.30,Ex4
KCNQ5,0.00,0.00,0.36,0.76,0.49,Ex4
INPP4B,0.00,0.00,0.29,0.45,0.23,Ex4
PDP1,0.00,0.00,0.65,0.34,0.13,Ex4
PLCXD3,0.00,0.00,0.38,0.29,0.11,Ex4
EFNA5,0.00,0.00,0.55,0.54,0.28,Ex4
CHGA,0.00,0.00,0.63,0.31,0.11,Ex4
ITPK1,0.00,0.00,0.43,0.25,0.08,Ex4
NRG3,0.00,0.00,0.25,0.92,0.70,Ex4
GRIN2A,0.00,0.00,0.37,0.71,0.45,Ex4
NCDN,0.00,0.00,0.60,0.45,0.21,Ex4
KCNQ3,0.00,0.00,0.45,0.57,0.31,Ex4
DCLK1,0.00,0.00,0.43,0.68,0.42,Ex4
HECW1,0.00,0.00,0.43,0.59,0.34,Ex4
AC067956.1,0.00,0.00,0.59,0.26,0.08,Ex4
PPFIBP1,0.00,0.00,0.41,0.40,0.18,Ex4
ANKS1B,0.00,0.00,0.32,0.94,0.78,Ex4
UBE2E3,0.00,0.00,0.39,0.31,0.13,Ex4
NEGR1,0.00,0.00,0.34,0.86,0.63,Ex4
FBXW7,0.00,0.00,0.43,0.58,0.33,Ex4
RTN1,0.00,0.00,0.44,0.67,0.41,Ex4
KIAA0319,0.00,0.00,0.51,0.28,0.10,Ex4
SYTL2,0.00,0.00,0.54,0.29,0.11,Ex4
SATB2,0.00,0.00,0.52,0.35,0.15,Ex4
PIK3R1,0.00,0.00,0.36,0.46,0.24,Ex4
BRINP1,0.00,0.00,0.48,0.50,0.26,Ex4
CELF2,0.00,0.00,0.34,0.77,0.52,Ex4
R3HDM1,0.00,0.00,0.29,0.72,0.48,Ex4
SV2B,0.00,0.00,0.44,0.48,0.24,Ex4
ENO2,0.00,0.00,0.46,0.57,0.33,Ex4
CAP2,0.00,0.00,0.53,0.46,0.23,Ex4
SCN1B,0.00,0.00,0.50,0.27,0.10,Ex4
KCNH1,0.00,0.00,0.45,0.56,0.32,Ex4
SORL1,0.00,0.00,0.46,0.41,0.20,Ex4
YWHAB,0.00,0.00,0.45,0.53,0.29,Ex4
VSNL1,0.00,0.00,0.37,0.61,0.37,Ex4
PARM1,0.00,0.00,0.54,0.28,0.10,Ex4
BRINP3,0.00,0.00,0.28,0.47,0.26,Ex4
NCALD,0.00,0.00,0.43,0.52,0.29,Ex4
TOLLIP,0.00,0.00,0.55,0.28,0.10,Ex4
CSMD3,0.00,0.00,0.29,0.67,0.44,Ex4
CAMK1D,0.00,0.00,0.43,0.55,0.31,Ex4
RGS4,0.00,0.00,0.55,0.34,0.14,Ex4
GCC2,0.00,0.00,0.43,0.45,0.23,Ex4
NELL1,0.00,0.00,0.37,0.49,0.27,Ex4
CCNI,0.00,0.00,0.44,0.47,0.25,Ex4
PDE10A,0.00,0.00,0.34,0.61,0.38,Ex4
SLC8A1,0.00,0.00,0.29,0.67,0.43,Ex4
FMN1,0.00,0.00,0.43,0.46,0.24,Ex4
CABP1,0.00,0.00,0.49,0.42,0.21,Ex4
CALM1,0.00,0.00,0.36,0.73,0.50,Ex4
NTNG1,0.00,0.00,0.36,0.29,0.12,Ex4
SH3GL2,0.00,0.00,0.27,0.47,0.27,Ex4
MICAL2,0.00,0.00,0.38,0.44,0.23,Ex4
ZMAT4,0.00,0.00,0.38,0.41,0.21,Ex4
CTNNB1,0.00,0.00,0.42,0.30,0.13,Ex4
MLIP,0.00,0.00,0.46,0.36,0.16,Ex4
RIMS3,0.00,0.00,0.52,0.26,0.10,Ex4
TSC22D1,0.00,0.00,0.43,0.49,0.27,Ex4
CALM3,0.00,0.00,0.42,0.44,0.23,Ex4
CHSY3,0.00,0.00,0.47,0.48,0.26,Ex4
NEFL,0.00,0.00,0.43,0.37,0.18,Ex4
LINC01322,0.00,0.00,0.36,0.34,0.16,Ex4
CDK14,0.00,0.00,0.33,0.53,0.32,Ex4
SULT4A1,0.00,0.00,0.51,0.35,0.16,Ex4
NGFRAP1,0.00,0.00,0.46,0.47,0.26,Ex4
NDRG4,0.00,0.00,0.38,0.47,0.27,Ex4
ZNF385B,0.00,0.00,0.29,0.58,0.37,Ex4
ZNF365,0.00,0.00,0.38,0.31,0.15,Ex4
LINGO1,0.00,0.00,0.46,0.28,0.11,Ex4
CA11,0.00,0.00,0.40,0.30,0.13,Ex4
RGS7,0.00,0.00,0.29,0.85,0.65,Ex4
PEBP1,0.00,0.00,0.35,0.52,0.31,Ex4
KIAA1549L,0.00,0.00,0.39,0.39,0.20,Ex4
MKL2,0.00,0.00,0.38,0.47,0.27,Ex4
ERICH1-AS1,0.00,0.00,0.36,0.42,0.23,Ex4
UCHL1,0.00,0.00,0.42,0.47,0.26,Ex4
CLSTN1,0.00,0.00,0.35,0.55,0.33,Ex4
DGKI,0.00,0.00,0.36,0.53,0.32,Ex4
ELAVL4,0.00,0.00,0.49,0.34,0.16,Ex4
YWHAG,0.00,0.00,0.41,0.49,0.29,Ex4
FLRT2,0.00,0.00,0.35,0.50,0.29,Ex4
CNKSR2,0.00,0.00,0.26,0.55,0.35,Ex4
KCNB1,0.00,0.00,0.40,0.38,0.20,Ex4
TSPYL1,0.00,0.00,0.44,0.40,0.21,Ex4
PREPL,0.00,0.00,0.34,0.55,0.34,Ex4
